,card_company,region,type_of_business,amount
2315,b,경남 창원시,기타 주점업,3428.5714285714284
2316,a,경남 창원시,기타 주점업,2642.857142857143
2317,d,경남 창원시,두발 미용업,26428.571428571428
2318,h,경남 창원시,기타 주점업,2857.142857142857
2319,d,경남 창원시,한식 음식점업,6428.571428571428
2320,a,경남 창원시,기타 주점업,6142.857142857143
2321,d,경남 창원시,서양식 음식점업,8714.285714285714
2322,g,경남 창원시,한식 음식점업,19785.714285714286
2323,a,경남 창원시,두발 미용업,14285.714285714286
2324,a,경남 창원시,한식 음식점업,11714.285714285714
2325,c,경남 창원시,한식 음식점업,11857.142857142857
2326,b,경남 창원시,한식 음식점업,1714.2857142857142
2327,e,경남 창원시,한식 음식점업,6285.714285714284
2328,b,경남 창원시,서양식 음식점업,3428.5714285714284
2329,c,경남 창원시,한식 음식점업,4714.285714285715
2330,f,경남 창원시,기타 주점업,2828.5714285714284
2331,c,경남 창원시,한식 음식점업,2857.142857142857
2332,b,경남 창원시,한식 음식점업,6571.428571428572
2333,c,경남 창원시,기타 주점업,1142.857142857143
2334,d,경남 창원시,기타 주점업,2414.285714285714
2335,d,경남 창원시,한식 음식점업,1714.2857142857142
2336,a,경남 창원시,한식 음식점업,2857.142857142857
2337,f,경남 창원시,기타 주점업,10557.142857142857
2338,a,경남 창원시,기타 주점업,6757.142857142857
2339,c,경남 창원시,서양식 음식점업,9142.857142857143
2340,a,경남 창원시,기타 주점업,3571.428571428572
2341,e,경남 창원시,서양식 음식점업,7142.857142857143
2342,g,경남 창원시,서양식 음식점업,6571.428571428572
2343,a,경남 창원시,한식 음식점업,88285.71428571429
2344,g,경남 창원시,한식 음식점업,6000.0
2345,f,경남 창원시,서양식 음식점업,12142.857142857143
2346,a,경남 창원시,기타 주점업,11242.857142857143
2347,b,경남 창원시,두발 미용업,2142.8571428571427
2348,a,경남 창원시,한식 음식점업,9714.285714285714
2349,a,경남 창원시,두발 미용업,4285.714285714285
2350,e,경남 창원시,기타 주점업,6000.0
2351,a,경남 창원시,한식 음식점업,5285.714285714285
2352,d,경남 창원시,한식 음식점업,9428.57142857143
2353,f,경남 창원시,한식 음식점업,4142.857142857143
2354,a,경남 창원시,한식 음식점업,9857.142857142857
2355,b,경남 창원시,한식 음식점업,7857.142857142857
2356,h,경남 창원시,의복 소매업,134285.7142857143
2357,a,경남 창원시,두발 미용업,9285.714285714286
2358,a,경남 창원시,기타 주점업,3414.285714285714
2359,e,경남 창원시,기타 주점업,3000.0
2360,a,경남 창원시,한식 음식점업,2142.8571428571427
2361,a,경남 창원시,기타 주점업,557.1428571428571
2362,h,경남 창원시,두발 미용업,3571.428571428572
2363,d,경남 창원시,기타 주점업,5928.571428571428
2364,d,경남 창원시,한식 음식점업,2571.428571428572
2365,a,경남 창원시,한식 음식점업,20000.0
2366,b,경남 창원시,기타 주점업,3214.285714285714
2367,e,경남 창원시,한식 음식점업,1857.142857142857
2368,c,경남 창원시,두발 미용업,11428.571428571431
2369,d,경남 창원시,기타 주점업,3271.428571428572
2370,c,경남 창원시,한식 음식점업,142.85714285714286
2371,e,경남 창원시,한식 음식점업,714.2857142857142
2372,b,경남 창원시,한식 음식점업,4285.714285714285
2373,c,경남 창원시,기타 주점업,4857.142857142857
2374,c,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",9285.714285714286
2375,a,경남 창원시,기타 주점업,5714.285714285716
2376,e,경남 창원시,두발 미용업,2142.8571428571427
2377,a,경남 창원시,한식 음식점업,25428.571428571428
2378,g,경남 창원시,한식 음식점업,3142.857142857143
2379,a,경남 창원시,한식 음식점업,2142.8571428571427
2380,f,경남 창원시,기타 주점업,10000.0
2381,a,경남 창원시,한식 음식점업,15714.285714285714
2382,g,경남 창원시,한식 음식점업,19285.714285714286
2383,a,경남 창원시,서양식 음식점업,11000.0
2384,c,경남 창원시,기타 주점업,3428.5714285714284
2385,b,경남 창원시,한식 음식점업,857.1428571428571
2386,a,경남 창원시,기타 주점업,5285.714285714285
2387,a,경남 창원시,두발 미용업,5714.285714285716
2388,c,경남 창원시,한식 음식점업,5285.714285714285
2389,d,경남 창원시,기타 주점업,3857.142857142857
2390,b,경남 창원시,두발 미용업,2857.142857142857
2391,d,경남 창원시,한식 음식점업,5857.142857142857
2392,b,경남 창원시,기타 주점업,1857.142857142857
2393,b,경남 창원시,한식 음식점업,5714.285714285716
2394,a,경남 창원시,두발 미용업,21857.14285714286
2395,c,경남 창원시,두발 미용업,2857.142857142857
2396,b,경남 창원시,기타 주점업,4285.714285714285
2397,a,경남 창원시,한식 음식점업,12142.857142857143
2398,c,경남 창원시,한식 음식점업,2285.714285714286
2399,d,경남 창원시,기타 주점업,3542.857142857143
2400,c,경남 창원시,한식 음식점업,6571.428571428572
2401,c,경남 창원시,한식 음식점업,3000.0
2402,f,경남 창원시,기타 주점업,3857.142857142857
2403,a,경남 창원시,한식 음식점업,2285.714285714286
2404,g,경남 창원시,기타 주점업,1785.7142857142858
2405,a,경남 창원시,한식 음식점업,8285.714285714286
2406,a,경남 창원시,기타 주점업,3428.5714285714284
2407,f,경남 창원시,두발 미용업,12857.142857142857
2408,b,경남 창원시,기타 주점업,10714.285714285714
2409,a,경남 창원시,한식 음식점업,1714.2857142857142
2410,a,경남 창원시,한식 음식점업,17857.14285714286
2411,f,경남 창원시,한식 음식점업,7142.857142857143
2412,b,경남 창원시,한식 음식점업,4285.714285714285
2413,a,경남 창원시,한식 음식점업,1714.2857142857142
2414,a,경남 창원시,기타 주점업,8100.0
2415,c,경남 창원시,한식 음식점업,4285.714285714285
2416,d,경남 창원시,한식 음식점업,6285.714285714284
2417,e,경남 창원시,서양식 음식점업,13857.142857142857
2418,f,경남 창원시,한식 음식점업,2857.142857142857
2419,a,경남 창원시,기타 주점업,4928.571428571428
2420,a,경남 창원시,기타 주점업,2285.714285714286
2421,a,경남 창원시,한식 음식점업,2142.8571428571427
2422,d,경남 창원시,한식 음식점업,142.85714285714286
2423,d,경남 창원시,한식 음식점업,9285.714285714286
2424,b,경남 창원시,기타 주점업,2571.428571428572
2425,g,경남 창원시,기타 주점업,4142.857142857143
2426,h,경남 창원시,기타 주점업,1857.142857142857
2427,d,경남 창원시,한식 음식점업,3571.428571428572
2428,a,경남 창원시,서양식 음식점업,13142.857142857143
2429,a,경남 창원시,한식 음식점업,9142.857142857143
2430,e,경남 창원시,한식 음식점업,6571.428571428572
2431,a,경남 창원시,기타 주점업,928.5714285714288
2432,b,경남 창원시,두발 미용업,1428.571428571429
2433,d,경남 창원시,기타 주점업,2000.0
2434,d,경남 창원시,한식 음식점업,6571.428571428572
2435,c,경남 창원시,두발 미용업,22857.142857142862
2436,c,경남 창원시,서양식 음식점업,8428.57142857143
2437,a,경남 창원시,기타 주점업,2142.8571428571427
2438,a,경남 창원시,한식 음식점업,7428.571428571428
2439,f,경남 창원시,한식 음식점업,10142.857142857143
2440,a,경남 창원시,한식 음식점업,45714.285714285725
2441,a,경남 창원시,기타 주점업,1500.0
2442,d,경남 창원시,두발 미용업,28285.714285714286
2443,e,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",12857.142857142857
2444,a,경남 창원시,서양식 음식점업,7571.428571428572
2445,a,경남 창원시,두발 미용업,12857.142857142857
2446,a,경남 창원시,기타 주점업,3928.571428571429
2447,f,경남 창원시,기타 주점업,2857.142857142857
2448,a,경남 창원시,한식 음식점업,4.0
2449,f,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",85714.28571428571
2450,c,경남 창원시,한식 음식점업,7714.285714285716
2451,f,경남 창원시,한식 음식점업,4571.428571428572
2452,a,경남 창원시,한식 음식점업,5428.571428571428
2453,h,경남 창원시,기타 주점업,5857.142857142857
2454,f,경남 창원시,한식 음식점업,6857.142857142857
2455,f,경남 창원시,한식 음식점업,9857.142857142857
2456,a,경남 창원시,두발 미용업,17142.85714285714
2457,a,경남 창원시,기타 주점업,4142.857142857143
2458,a,경남 창원시,기타 주점업,8428.57142857143
2459,a,경남 창원시,한식 음식점업,12857.142857142857
2460,f,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",20000.0
2461,a,경남 창원시,한식 음식점업,7428.571428571428
2462,f,경남 창원시,서양식 음식점업,14428.571428571431
2463,b,경남 창원시,기타 주점업,3857.142857142857
2464,d,경남 창원시,기타 주점업,2285.714285714286
2465,b,경남 창원시,의복 소매업,4285.714285714285
2466,b,경남 창원시,기타 주점업,1414.2857142857142
2467,a,경남 창원시,한식 음식점업,5285.714285714285
2468,h,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",61428.57142857143
2469,c,경남 창원시,한식 음식점업,8714.285714285714
2470,a,경남 창원시,기타 주점업,2428.5714285714284
2471,a,경남 창원시,한식 음식점업,15000.0
2472,f,경남 창원시,두발 미용업,22857.142857142862
2473,g,경남 창원시,한식 음식점업,1714.2857142857142
2474,c,경남 창원시,한식 음식점업,8714.285714285714
2475,e,경남 창원시,한식 음식점업,6285.714285714284
2476,b,경남 창원시,두발 미용업,1428.571428571429
2477,a,경남 창원시,한식 음식점업,7142.857142857143
2478,a,경남 창원시,기타 주점업,15257.142857142857
2479,b,경남 창원시,한식 음식점업,9857.142857142857
2480,h,경남 창원시,한식 음식점업,2571.428571428572
2481,a,경남 창원시,기타 주점업,4528.571428571428
2482,e,경남 창원시,기타 주점업,3071.428571428572
2483,c,경남 창원시,한식 음식점업,6714.285714285716
2484,e,경남 창원시,서양식 음식점업,6642.857142857143
2485,d,경남 창원시,한식 음식점업,9142.857142857143
2486,b,경남 창원시,두발 미용업,33571.42857142857
2487,b,경남 창원시,기타 주점업,5857.142857142857
2488,a,경남 창원시,두발 미용업,4285.714285714285
2489,g,경남 창원시,의복 소매업,4285.714285714285
2490,d,경남 창원시,한식 음식점업,6428.571428571428
2491,a,경남 창원시,한식 음식점업,6142.857142857143
2492,b,경남 창원시,두발 미용업,28571.42857142857
2493,d,경남 창원시,서양식 음식점업,8857.142857142857
2494,e,경남 창원시,한식 음식점업,10285.714285714286
2495,d,경남 창원시,한식 음식점업,14285.714285714286
2496,a,경남 창원시,한식 음식점업,2057.1428571428573
2497,b,경남 창원시,기타 주점업,6571.428571428572
2498,c,경남 창원시,기타 주점업,2571.428571428572
2499,h,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",7142.857142857143
2500,a,경남 창원시,기타 주점업,22000.0
2501,b,경남 창원시,한식 음식점업,20142.85714285714
2502,a,경남 창원시,기타 주점업,2285.714285714286
2503,d,경남 창원시,기타 주점업,2071.428571428572
2504,e,경남 창원시,기타 주점업,4414.285714285715
2505,b,경남 창원시,한식 음식점업,9142.857142857143
2506,a,경남 창원시,기타 주점업,2428.5714285714284
2507,a,경남 창원시,한식 음식점업,1714.2857142857142
2508,d,경남 창원시,한식 음식점업,7285.714285714284
2509,d,경남 창원시,기타 주점업,1142.857142857143
2510,a,경남 창원시,서양식 음식점업,5428.571428571428
2511,e,경남 창원시,두발 미용업,5714.285714285716
2512,a,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",5714.285714285716
2513,a,경남 창원시,두발 미용업,2142.8571428571427
2514,a,경남 창원시,한식 음식점업,2714.285714285714
2515,h,경남 창원시,한식 음식점업,10000.0
2516,a,경남 창원시,한식 음식점업,5714.285714285716
2517,c,경남 창원시,한식 음식점업,5571.428571428572
2518,a,경남 창원시,기타 주점업,2214.285714285714
2519,a,경남 창원시,"섬유, 직물 및 의복액세서리 소매업",-28571.42857142857
2520,c,경남 창원시,한식 음식점업,5857.142857142857
2521,c,경남 창원시,서양식 음식점업,8000.0
2522,c,경남 창원시,두발 미용업,28571.42857142857
2523,a,경남 창원시,한식 음식점업,2857.142857142857
2524,h,경남 창원시,서양식 음식점업,5714.285714285716
2525,d,경남 창원시,한식 음식점업,11857.142857142857
2526,f,경남 창원시,한식 음식점업,7428.571428571428
2527,a,경남 창원시,한식 음식점업,10285.714285714286
2528,e,경남 창원시,한식 음식점업,12857.142857142857
2529,a,경남 창원시,기타 주점업,7428.571428571428
2530,a,경남 창원시,기타 주점업,3928.571428571429
2531,d,경남 창원시,기타 주점업,2571.428571428572
2532,b,경남 창원시,기타 주점업,3642.857142857143
2533,a,경남 창원시,두발 미용업,2142.8571428571427
2534,c,경남 창원시,한식 음식점업,5857.142857142857
2535,b,경남 창원시,서양식 음식점업,10000.0
2536,f,경남 창원시,한식 음식점업,7428.571428571428
2537,b,경남 창원시,한식 음식점업,5500.0
2538,b,경남 창원시,한식 음식점업,7785.714285714284
2539,a,경남 창원시,기타 주점업,10000.0
